customer_id,company_name,industry,company_size,city,state,signup_date,plan_type,plan_price,trial_converted,trial_days,sales_rep
CUST00020,Company_20,Retail,Enterprise,Delhi,Delhi,2023-12-16,Basic,999,No,12,Neha Gupta
CUST00021,Company_21,Finance,Small,Hyderabad,Telangana,2022-09-02,Professional,2999,Yes,26,Vikram Mehta
CUST00022,Company_22,IT Services,Enterprise,Hyderabad,Telangana,2023-08-09,Basic,999,Yes,27,Sneha Joshi
CUST00023,Company_23,Healthcare,Medium,Jaipur,Rajasthan,2023-01-28,Basic,999,No,19,Rahul Sharma
CUST00024,Company_24,Logistics,Small,Surat,Gujarat,2022-08-28,Basic,999,Yes,20,Rohit Kumar
CUST00025,Company_25,Retail,Medium,Mumbai,Maharashtra,2023-02-25,Professional,2999,Yes,23,Amit Singh
CUST00026,Company_26,IT Services,Small,Jaipur,Rajasthan,2022-02-14,Professional,2999,Yes,17,Sneha Joshi
CUST00027,Company_27,Healthcare,Small,Hyderabad,Telangana,2022-11-22,Basic,999,No,9,Rohit Kumar
CUST00028,Company_28,Media,Small,Indore,Madhya Pradesh,2023-04-30,Professional,2999,Yes,19,Amit Singh
CUST00029,Company_29,IT Services,Large,Lucknow,Uttar Pradesh,2023-12-24,Professional,2999,No,28,Anjali Shah
CUST00030,Company_30,Finance,Medium,Indore,Madhya Pradesh,2023-01-26,Basic,999,Yes,10,Sneha Joshi
CUST00031,Company_31,Media,Small,Jaipur,Rajasthan,2023-01-31,Professional,2999,Yes,12,Anjali Shah
CUST00032,Company_32,Finance,Medium,Pune,Maharashtra,2023-11-11,Basic,999,Yes,11,Neha Gupta
CUST00033,Company_33,Retail,Large,Hyderabad,Telangana,2023-10-30,Basic,999,No,22,Vikram Mehta
CUST00034,Company_34,Real Estate,Small,Ahmedabad,Gujarat,2022-06-05,Enterprise,7999,Yes,17,Priya Patel
CUST00035,Company_35,Retail,Medium,Surat,Gujarat,2023-05-23,Enterprise,7999,Yes,14,Vikram Mehta
CUST00036,Company_36,Media,Small,Chennai,Tamil Nadu,2022-02-07,Enterprise,7999,Yes,7,Rahul Sharma
CUST00037,Company_37,Manufacturing,Small,Bhopal,Madhya Pradesh,2022-05-10,Basic,999,Yes,15,Anjali Shah
CUST00038,Company_38,Retail,Large,Nagpur,Maharashtra,2023-05-30,Basic,999,No,19,Rohit Kumar
CUST00039,Company_39,Media,Small,Mumbai,Maharashtra,2023-08-28,Professional,2999,Yes,14,Priya Patel
CUST00040,Company_40,IT Services,Medium,Bhopal,Madhya Pradesh,2022-12-06,Basic,999,Yes,21,Amit Singh
CUST00041,Company_41,Consulting,Large,Bhopal,Madhya Pradesh,2022-04-13,Basic,999,Yes,15,Anjali Shah
CUST00042,Company_42,Retail,Small,Bangalore,Karnataka,2023-03-27,Professional,2999,No,17,Neha Gupta
CUST00043,Company_43,IT Services,Medium,Indore,Madhya Pradesh,2022-04-13,Basic,999,Yes,16,Neha Gupta
CUST00044,Company_44,Finance,Small,Pune,Maharashtra,2023-06-23,Enterprise,7999,Yes,25,Anjali Shah
CUST00045,Company_45,Logistics,Enterprise,Kolkata,West Bengal,2023-04-13,Basic,999,No,30,Anjali Shah
CUST00046,Company_46,Real Estate,Medium,Chennai,Tamil Nadu,2022-01-16,Professional,2999,No,25,Anjali Shah
CUST00047,Company_47,Finance,Large,Bangalore,Karnataka,2022-05-28,Basic,999,Yes,7,Amit Singh
CUST00048,Company_48,Finance,Medium,Hyderabad,Telangana,2023-02-24,Professional,2999,Yes,15,Rahul Sharma
CUST00049,Company_49,Media,Small,Bhopal,Madhya Pradesh,2023-11-02,Professional,2999,Yes,27,Amit Singh
CUST00050,Company_50,Manufacturing,Medium,Kolkata,West Bengal,2022-06-08,Basic,999,Yes,18,Sneha Joshi
CUST00051,Company_51,Education,Enterprise,Delhi,Delhi,2022-03-18,Enterprise,7999,Yes,29,Rohit Kumar
CUST00052,Company_52,Consulting,Medium,Delhi,Delhi,2023-04-26,Professional,2999,Yes,14,Anjali Shah
CUST00053,Company_53,Manufacturing,Large,Pune,Maharashtra,2022-09-29,Enterprise,7999,Yes,8,Rohit Kumar
CUST00054,Company_54,Media,Large,Delhi,Delhi,2022-12-13,Enterprise,7999,Yes,28,Rahul Sharma
CUST00055,Company_55,Real Estate,Small,Kolkata,West Bengal,2023-10-01,Professional,2999,No,10,Priya Patel
CUST00056,Company_56,Consulting,Small,Nagpur,Maharashtra,2023-12-11,Enterprise,7999,No,21,Amit Singh
CUST00057,Company_57,Consulting,Medium,Kolkata,West Bengal,2023-02-12,Basic,999,Yes,16,Rahul Sharma
CUST00058,Company_58,Media,Medium,Surat,Gujarat,2023-10-28,Basic,999,Yes,12,Rohit Kumar
CUST00059,Company_59,Healthcare,Large,Chennai,Tamil Nadu,2022-03-24,Basic,999,Yes,19,Priya Patel
CUST00060,Company_60,Finance,Enterprise,Bhopal,Madhya Pradesh,2022-12-03,Basic,999,No,28,Amit Singh
CUST00061,Company_61,Logistics,Medium,Mumbai,Maharashtra,2023-11-22,Basic,999,Yes,23,Neha Gupta
CUST00062,Company_62,Healthcare,Small,Indore,Madhya Pradesh,2023-07-01,Basic,999,Yes,29,Amit Singh
CUST00063,Company_63,Media,Large,Ahmedabad,Gujarat,2023-01-25,Enterprise,7999,Yes,16,Vikram Mehta
CUST00064,Company_64,Healthcare,Small,Jaipur,Rajasthan,2022-11-21,Basic,999,Yes,29,Amit Singh
CUST00065,Company_65,Logistics,Large,Delhi,Delhi,2023-10-04,Basic,999,Yes,10,Vikram Mehta
CUST00066,Company_66,Media,Medium,Patna,Bihar,2023-05-15,Professional,2999,Yes,27,Priya Patel
CUST00067,Company_67,Media,Large,Pune,Maharashtra,2023-07-09,Basic,999,Yes,16,Amit Singh
CUST00068,Company_68,Consulting,Small,Delhi,Delhi,2022-02-06,Enterprise,7999,No,18,Priya Patel
CUST00069,Company_69,Healthcare,Medium,Jaipur,Rajasthan,2023-09-25,Basic,999,Yes,26,Priya Patel
CUST00070,Company_70,IT Services,Medium,Chennai,Tamil Nadu,2022-03-12,Enterprise,7999,No,14,Rohit Kumar
CUST00071,Company_71,Retail,Medium,Nagpur,Maharashtra,2022-08-29,Professional,2999,No,14,Rahul Sharma
CUST00072,Company_72,Media,Small,Lucknow,Uttar Pradesh,2023-10-09,Basic,999,Yes,11,Priya Patel
CUST00073,Company_73,Healthcare,Large,Surat,Gujarat,2023-12-02,Basic,999,Yes,22,Priya Patel
CUST00074,Company_74,Education,Large,Patna,Bihar,2022-10-22,Enterprise,7999,Yes,11,Rohit Kumar
CUST00075,Company_75,Real Estate,Small,Nagpur,Maharashtra,2022-08-21,Professional,2999,Yes,21,Rohit Kumar
CUST00076,Company_76,Education,Small,Kolkata,West Bengal,2022-04-03,Professional,2999,No,30,Amit Singh
CUST00077,Company_77,Healthcare,Small,Surat,Gujarat,2023-03-21,Professional,2999,No,26,Rohit Kumar
CUST00078,Company_78,Finance,Medium,Hyderabad,Telangana,2022-04-11,Basic,999,Yes,18,Amit Singh
CUST00079,Company_79,Finance,Medium,Indore,Madhya Pradesh,2023-10-11,Basic,999,Yes,20,Neha Gupta
CUST00080,Company_80,Healthcare,Medium,Delhi,Delhi,2023-12-22,Basic,999,No,29,Rohit Kumar
CUST00081,Company_81,Consulting,Small,Mumbai,Maharashtra,2022-04-13,Enterprise,7999,No,24,Rahul Sharma
CUST00082,Company_82,Consulting,Medium,Lucknow,Uttar Pradesh,2023-03-31,Professional,2999,No,22,Priya Patel
CUST00083,Company_83,Media,Medium,Hyderabad,Telangana,2022-06-20,Basic,999,Yes,24,Rahul Sharma
CUST00084,Company_84,Logistics,Medium,Bhopal,Madhya Pradesh,2023-12-12,Basic,999,Yes,28,Vikram Mehta
CUST00085,Company_85,Retail,Enterprise,Chennai,Tamil Nadu,2022-11-03,Basic,999,No,13,Anjali Shah
CUST00086,Company_86,Media,Small,Delhi,Delhi,2022-01-30,Basic,999,No,14,Rohit Kumar
CUST00087,Company_87,Education,Large,Nagpur,Maharashtra,2022-02-17,Professional,2999,Yes,28,Priya Patel
CUST00088,Company_88,Retail,Medium,Hyderabad,Telangana,2022-11-29,Professional,2999,Yes,26,Rahul Sharma
CUST00089,Company_89,Education,Medium,Nagpur,Maharashtra,2022-02-27,Enterprise,7999,Yes,9,Rohit Kumar
CUST00090,Company_90,Consulting,Large,Delhi,Delhi,2022-10-28,Professional,2999,Yes,23,Rohit Kumar
CUST00091,Company_91,Healthcare,Large,Pune,Maharashtra,2023-01-03,Basic,999,Yes,21,Anjali Shah
CUST00092,Company_92,Logistics,Enterprise,Chennai,Tamil Nadu,2023-01-19,Professional,2999,No,23,Neha Gupta
CUST00093,Company_93,Education,Small,Ahmedabad,Gujarat,2023-03-18,Professional,2999,Yes,29,Neha Gupta
CUST00094,Company_94,Consulting,Small,Lucknow,Uttar Pradesh,2022-05-30,Professional,2999,No,18,Priya Patel
CUST00095,Company_95,Logistics,Large,Nagpur,Maharashtra,2022-09-08,Professional,2999,Yes,9,Vikram Mehta
CUST00096,Company_96,Media,Medium,Kolkata,West Bengal,2023-06-28,Professional,2999,No,25,Neha Gupta
CUST00097,Company_97,Healthcare,Small,Bangalore,Karnataka,2023-02-26,Professional,2999,No,10,Anjali Shah
CUST00098,Company_98,Real Estate,Small,Kolkata,West Bengal,2023-08-03,Basic,999,Yes,8,Neha Gupta
CUST00099,Company_99,Finance,Small,Kolkata,West Bengal,2023-11-30,Basic,999,Yes,24,Vikram Mehta
CUST00100,Company_100,Manufacturing,Large,Hyderabad,Telangana,2022-07-04,Basic,999,Yes,23,Rahul Sharma
CUST00101,Company_101,Logistics,Small,Lucknow,Uttar Pradesh,2022-06-24,Basic,999,Yes,13,Neha Gupta
CUST00102,Company_102,Real Estate,Small,Chennai,Tamil Nadu,2022-06-29,Professional,2999,No,25,Anjali Shah
CUST00103,Company_103,Real Estate,Small,Indore,Madhya Pradesh,2022-03-22,Basic,999,No,24,Amit Singh
CUST00104,Company_104,Logistics,Medium,Patna,Bihar,2023-09-17,Professional,2999,Yes,11,Anjali Shah
CUST00105,Company_105,Real Estate,Small,Lucknow,Uttar Pradesh,2023-01-27,Enterprise,7999,Yes,12,Sneha Joshi
CUST00106,Company_106,Education,Medium,Lucknow,Uttar Pradesh,2023-09-27,Basic,999,Yes,17,Sneha Joshi
CUST00107,Company_107,Real Estate,Small,Delhi,Delhi,2023-12-01,Basic,999,No,23,Neha Gupta
CUST00108,Company_108,Consulting,Large,Surat,Gujarat,2022-09-04,Professional,2999,Yes,21,Rahul Sharma
CUST00109,Company_109,Retail,Small,Lucknow,Uttar Pradesh,2023-05-25,Basic,999,Yes,10,Rohit Kumar
CUST00110,Company_110,Education,Medium,Bangalore,Karnataka,2023-08-21,Basic,999,Yes,28,Rahul Sharma
CUST00111,Company_111,Real Estate,Large,Jaipur,Rajasthan,2022-05-27,Basic,999,Yes,13,Anjali Shah
CUST00112,Company_112,Media,Large,Indore,Madhya Pradesh,2022-08-26,Basic,999,Yes,29,Priya Patel
CUST00113,Company_113,Finance,Medium,Hyderabad,Telangana,2023-04-18,Enterprise,7999,No,25,Amit Singh
CUST00114,Company_114,Healthcare,Small,Bangalore,Karnataka,2023-10-16,Enterprise,7999,Yes,22,Rahul Sharma
CUST00115,Company_115,Real Estate,Small,Ahmedabad,Gujarat,2022-09-18,Professional,2999,Yes,9,Vikram Mehta
CUST00116,Company_116,IT Services,Large,Pune,Maharashtra,2023-04-16,Enterprise,7999,No,23,Anjali Shah
CUST00117,Company_117,Finance,Enterprise,Chennai,Tamil Nadu,2022-09-19,Enterprise,7999,No,21,Amit Singh
CUST00118,Company_118,Media,Large,Patna,Bihar,2023-11-14,Basic,999,Yes,8,Sneha Joshi
CUST00119,Company_119,Consulting,Medium,Lucknow,Uttar Pradesh,2022-01-10,Enterprise,7999,Yes,21,Anjali Shah
CUST00120,Company_120,Real Estate,Large,Indore,Madhya Pradesh,2023-04-22,Professional,2999,Yes,11,Amit Singh
CUST00121,Company_121,Consulting,Medium,Jaipur,Rajasthan,2022-10-22,Enterprise,7999,Yes,23,Vikram Mehta
CUST00122,Company_122,Real Estate,Small,Hyderabad,Telangana,2023-11-25,Enterprise,7999,Yes,20,Neha Gupta
CUST00123,Company_123,Manufacturing,Medium,Lucknow,Uttar Pradesh,2023-07-14,Basic,999,Yes,21,Vikram Mehta
CUST00124,Company_124,Retail,Enterprise,Kolkata,West Bengal,2022-06-11,Basic,999,Yes,25,Vikram Mehta
CUST00125,Company_125,Consulting,Small,Nagpur,Maharashtra,2022-03-17,Basic,999,No,8,Neha Gupta
CUST00126,Company_126,Retail,Large,Bhopal,Madhya Pradesh,2023-03-29,Basic,999,Yes,24,Neha Gupta
CUST00127,Company_127,Finance,Small,Bhopal,Madhya Pradesh,2022-12-20,Enterprise,7999,No,21,Neha Gupta
CUST00128,Company_128,Manufacturing,Medium,Mumbai,Maharashtra,2023-08-25,Enterprise,7999,Yes,28,Neha Gupta
CUST00129,Company_129,Healthcare,Small,Hyderabad,Telangana,2022-11-03,Basic,999,No,16,Neha Gupta
CUST00130,Company_130,Education,Medium,Nagpur,Maharashtra,2023-10-17,Professional,2999,No,30,Vikram Mehta
CUST00131,Company_131,Retail,Large,Mumbai,Maharashtra,2023-03-11,Basic,999,No,7,Priya Patel
CUST00132,Company_132,Manufacturing,Small,Bhopal,Madhya Pradesh,2023-12-08,Basic,999,No,19,Priya Patel
CUST00133,Company_133,Retail,Large,Kolkata,West Bengal,2022-09-14,Basic,999,No,15,Anjali Shah
CUST00134,Company_134,Logistics,Large,Pune,Maharashtra,2023-04-13,Basic,999,Yes,7,Rahul Sharma
CUST00135,Company_135,Media,Enterprise,Chennai,Tamil Nadu,2022-11-06,Enterprise,7999,Yes,30,Priya Patel
CUST00136,Company_136,Healthcare,Small,Delhi,Delhi,2022-07-23,Basic,999,Yes,13,Sneha Joshi
CUST00137,Company_137,Media,Medium,Hyderabad,Telangana,2023-01-29,Professional,2999,No,25,Priya Patel
CUST00138,Company_138,Real Estate,Small,Patna,Bihar,2023-05-10,Professional,2999,No,9,Vikram Mehta
CUST00139,Company_139,Retail,Enterprise,Surat,Gujarat,2022-04-20,Basic,999,Yes,8,Neha Gupta
CUST00140,Company_140,Real Estate,Enterprise,Patna,Bihar,2022-08-31,Enterprise,7999,Yes,20,Anjali Shah
CUST00141,Company_141,IT Services,Medium,Indore,Madhya Pradesh,2023-01-26,Enterprise,7999,Yes,18,Neha Gupta
CUST00142,Company_142,Retail,Large,Kolkata,West Bengal,2023-08-09,Basic,999,No,29,Rohit Kumar
CUST00143,Company_143,Manufacturing,Medium,Hyderabad,Telangana,2023-01-03,Professional,2999,Yes,9,Rohit Kumar
CUST00144,Company_144,Healthcare,Medium,Lucknow,Uttar Pradesh,2023-08-12,Basic,999,Yes,24,Rohit Kumar
CUST00145,Company_145,Real Estate,Small,Ahmedabad,Gujarat,2022-10-30,Basic,999,Yes,8,Vikram Mehta
CUST00146,Company_146,Retail,Large,Pune,Maharashtra,2023-12-18,Basic,999,Yes,9,Sneha Joshi
CUST00147,Company_147,IT Services,Small,Patna,Bihar,2022-10-30,Professional,2999,No,22,Priya Patel
CUST00148,Company_148,Media,Large,Patna,Bihar,2022-01-23,Professional,2999,No,8,Vikram Mehta
CUST00149,Company_149,Manufacturing,Large,Lucknow,Uttar Pradesh,2023-11-06,Basic,999,No,16,Rahul Sharma
CUST00150,Company_150,Logistics,Large,Ahmedabad,Gujarat,2023-02-10,Basic,999,Yes,20,Anjali Shah
CUST00151,Company_151,Retail,Small,Bangalore,Karnataka,2022-10-09,Enterprise,7999,Yes,12,Neha Gupta
CUST00152,Company_152,Logistics,Small,Chennai,Tamil Nadu,2022-01-09,Basic,999,Yes,11,Rohit Kumar
CUST00153,Company_153,Finance,Small,Bangalore,Karnataka,2023-08-03,Basic,999,No,27,Amit Singh
CUST00154,Company_154,Healthcare,Medium,Hyderabad,Telangana,2023-12-04,Professional,2999,Yes,30,Rahul Sharma
CUST00155,Company_155,Retail,Small,Indore,Madhya Pradesh,2022-02-20,Enterprise,7999,Yes,27,Rohit Kumar
CUST00156,Company_156,Consulting,Enterprise,Jaipur,Rajasthan,2023-09-13,Basic,999,Yes,20,Sneha Joshi
CUST00157,Company_157,IT Services,Medium,Jaipur,Rajasthan,2023-05-24,Professional,2999,No,18,Rahul Sharma
CUST00158,Company_158,Real Estate,Small,Chennai,Tamil Nadu,2022-10-21,Professional,2999,Yes,19,Vikram Mehta
CUST00159,Company_159,Consulting,Medium,Indore,Madhya Pradesh,2022-08-24,Basic,999,No,21,Priya Patel
CUST00160,Company_160,Finance,Medium,Surat,Gujarat,2023-09-14,Professional,2999,Yes,19,Neha Gupta
CUST00161,Company_161,Healthcare,Medium,Pune,Maharashtra,2022-12-27,Basic,999,Yes,19,Anjali Shah
CUST00162,Company_162,Media,Medium,Patna,Bihar,2022-08-13,Professional,2999,Yes,9,Sneha Joshi
CUST00163,Company_163,Manufacturing,Enterprise,Surat,Gujarat,2023-10-14,Professional,2999,Yes,28,Sneha Joshi
CUST00164,Company_164,Logistics,Medium,Pune,Maharashtra,2022-07-14,Professional,2999,Yes,28,Amit Singh
CUST00165,Company_165,Finance,Enterprise,Kolkata,West Bengal,2023-09-28,Basic,999,Yes,24,Rahul Sharma
CUST00166,Company_166,Real Estate,Large,Hyderabad,Telangana,2022-09-14,Enterprise,7999,Yes,11,Amit Singh
CUST00167,Company_167,Manufacturing,Small,Bangalore,Karnataka,2023-11-26,Basic,999,No,27,Priya Patel
CUST00168,Company_168,Media,Enterprise,Jaipur,Rajasthan,2023-11-07,Basic,999,Yes,18,Rohit Kumar
CUST00169,Company_169,Real Estate,Small,Ahmedabad,Gujarat,2023-11-29,Basic,999,No,10,Priya Patel
CUST00170,Company_170,IT Services,Large,Delhi,Delhi,2022-05-21,Professional,2999,Yes,12,Rohit Kumar
CUST00171,Company_171,Logistics,Medium,Bhopal,Madhya Pradesh,2023-10-06,Professional,2999,No,24,Amit Singh
CUST00172,Company_172,Consulting,Large,Mumbai,Maharashtra,2022-04-10,Basic,999,Yes,19,Neha Gupta
CUST00173,Company_173,Retail,Large,Nagpur,Maharashtra,2023-10-05,Professional,2999,Yes,23,Priya Patel
CUST00174,Company_174,Finance,Large,Delhi,Delhi,2023-10-24,Basic,999,Yes,11,Amit Singh
CUST00175,Company_175,Retail,Large,Bangalore,Karnataka,2022-02-10,Professional,2999,Yes,30,Rahul Sharma
CUST00176,Company_176,Manufacturing,Small,Lucknow,Uttar Pradesh,2022-11-13,Basic,999,Yes,14,Amit Singh
CUST00177,Company_177,Retail,Small,Bangalore,Karnataka,2023-03-28,Professional,2999,No,7,Amit Singh
CUST00178,Company_178,Consulting,Medium,Bhopal,Madhya Pradesh,2022-02-04,Basic,999,No,7,Vikram Mehta
CUST00179,Company_179,Education,Small,Lucknow,Uttar Pradesh,2023-08-17,Enterprise,7999,No,16,Priya Patel
CUST00180,Company_180,Manufacturing,Large,Pune,Maharashtra,2023-01-09,Basic,999,No,21,Anjali Shah
CUST00181,Company_181,Logistics,Small,Surat,Gujarat,2022-05-15,Basic,999,Yes,28,Neha Gupta
CUST00182,Company_182,Real Estate,Enterprise,Delhi,Delhi,2022-04-03,Basic,999,Yes,30,Neha Gupta
CUST00183,Company_183,Logistics,Medium,Pune,Maharashtra,2022-10-30,Enterprise,7999,Yes,24,Vikram Mehta
CUST00184,Company_184,Retail,Large,Pune,Maharashtra,2022-12-01,Enterprise,7999,Yes,20,Rohit Kumar
CUST00185,Company_185,Healthcare,Small,Surat,Gujarat,2023-03-02,Basic,999,Yes,24,Sneha Joshi
CUST00186,Company_186,Manufacturing,Large,Ahmedabad,Gujarat,2022-06-29,Professional,2999,Yes,19,Rohit Kumar
CUST00187,Company_187,Real Estate,Enterprise,Jaipur,Rajasthan,2022-07-25,Enterprise,7999,Yes,14,Neha Gupta
CUST00188,Company_188,Media,Medium,Chennai,Tamil Nadu,2022-05-16,Professional,2999,Yes,14,Amit Singh
CUST00189,Company_189,IT Services,Medium,Jaipur,Rajasthan,2023-07-07,Professional,2999,No,21,Vikram Mehta
CUST00190,Company_190,Logistics,Large,Nagpur,Maharashtra,2023-01-10,Basic,999,No,18,Rahul Sharma
CUST00191,Company_191,Logistics,Small,Mumbai,Maharashtra,2023-06-28,Basic,999,Yes,11,Priya Patel
CUST00192,Company_192,Manufacturing,Medium,Lucknow,Uttar Pradesh,2023-05-29,Enterprise,7999,No,15,Priya Patel
CUST00193,Company_193,Healthcare,Medium,Indore,Madhya Pradesh,2022-10-07,Enterprise,7999,No,13,Anjali Shah
CUST00194,Company_194,Retail,Small,Delhi,Delhi,2022-06-18,Professional,2999,Yes,30,Priya Patel
CUST00195,Company_195,Retail,Medium,Lucknow,Uttar Pradesh,2022-09-21,Basic,999,Yes,10,Amit Singh
CUST00196,Company_196,Manufacturing,Small,Patna,Bihar,2023-05-09,Basic,999,Yes,8,Rahul Sharma
CUST00197,Company_197,Logistics,Small,Jaipur,Rajasthan,2022-10-30,Professional,2999,No,28,Vikram Mehta
CUST00198,Company_198,Real Estate,Small,Bhopal,Madhya Pradesh,2022-12-13,Enterprise,7999,No,20,Vikram Mehta
CUST00199,Company_199,IT Services,Enterprise,Chennai,Tamil Nadu,2022-04-28,Enterprise,7999,Yes,26,Priya Patel
CUST00200,Company_200,Manufacturing,Medium,Bhopal,Madhya Pradesh,2023-04-25,Professional,2999,Yes,7,Rahul Sharma
CUST00201,Company_201,Real Estate,Enterprise,Lucknow,Uttar Pradesh,2022-03-19,Professional,2999,Yes,14,Rahul Sharma
CUST00202,Company_202,Real Estate,Medium,Kolkata,West Bengal,2022-05-25,Basic,999,Yes,13,Rahul Sharma
CUST00203,Company_203,Media,Small,Delhi,Delhi,2022-08-20,Basic,999,Yes,9,Neha Gupta
CUST00204,Company_204,Consulting,Medium,Chennai,Tamil Nadu,2023-11-24,Enterprise,7999,No,10,Neha Gupta
CUST00205,Company_205,Education,Medium,Pune,Maharashtra,2023-11-22,Professional,2999,No,26,Priya Patel
CUST00206,Company_206,IT Services,Small,Bangalore,Karnataka,2023-02-11,Basic,999,No,8,Rahul Sharma
CUST00207,Company_207,Finance,Medium,Ahmedabad,Gujarat,2023-07-25,Basic,999,No,21,Sneha Joshi
CUST00208,Company_208,Healthcare,Small,Mumbai,Maharashtra,2023-01-10,Professional,2999,No,26,Rahul Sharma
CUST00209,Company_209,Education,Medium,Indore,Madhya Pradesh,2022-04-03,Basic,999,Yes,28,Vikram Mehta
CUST00210,Company_210,Media,Large,Patna,Bihar,2023-02-09,Basic,999,Yes,29,Vikram Mehta
CUST00211,Company_211,IT Services,Small,Indore,Madhya Pradesh,2022-01-15,Professional,2999,Yes,8,Priya Patel
CUST00212,Company_212,Retail,Small,Chennai,Tamil Nadu,2022-09-28,Professional,2999,No,14,Sneha Joshi
CUST00213,Company_213,Education,Large,Jaipur,Rajasthan,2023-07-04,Professional,2999,Yes,30,Rahul Sharma
CUST00214,Company_214,Retail,Medium,Bhopal,Madhya Pradesh,2022-05-07,Basic,999,No,8,Rohit Kumar
CUST00215,Company_215,Healthcare,Small,Bangalore,Karnataka,2023-04-11,Professional,2999,Yes,19,Sneha Joshi
CUST00216,Company_216,Retail,Enterprise,Jaipur,Rajasthan,2023-01-13,Basic,999,Yes,21,Anjali Shah
CUST00217,Company_217,Healthcare,Small,Patna,Bihar,2023-11-20,Basic,999,Yes,14,Priya Patel
CUST00218,Company_218,IT Services,Large,Delhi,Delhi,2023-11-20,Professional,2999,Yes,24,Vikram Mehta
CUST00219,Company_219,Logistics,Enterprise,Nagpur,Maharashtra,2022-09-26,Professional,2999,No,13,Rohit Kumar
CUST00220,Company_220,Healthcare,Small,Lucknow,Uttar Pradesh,2023-08-22,Enterprise,7999,No,8,Vikram Mehta
CUST00221,Company_221,Real Estate,Small,Chennai,Tamil Nadu,2023-01-26,Professional,2999,Yes,11,Neha Gupta
CUST00222,Company_222,Finance,Small,Nagpur,Maharashtra,2023-10-16,Professional,2999,Yes,23,Priya Patel
CUST00223,Company_223,Finance,Small,Lucknow,Uttar Pradesh,2023-01-16,Basic,999,Yes,16,Priya Patel
CUST00224,Company_224,Manufacturing,Small,Jaipur,Rajasthan,2022-04-21,Basic,999,Yes,14,Rahul Sharma
CUST00225,Company_225,Finance,Large,Surat,Gujarat,2023-11-23,Basic,999,Yes,30,Rahul Sharma
CUST00226,Company_226,Manufacturing,Small,Hyderabad,Telangana,2022-08-28,Basic,999,No,25,Neha Gupta
CUST00227,Company_227,Finance,Medium,Bangalore,Karnataka,2023-04-28,Enterprise,7999,Yes,17,Rohit Kumar
CUST00228,Company_228,Healthcare,Enterprise,Kolkata,West Bengal,2022-01-26,Basic,999,Yes,25,Anjali Shah
CUST00229,Company_229,Real Estate,Large,Bhopal,Madhya Pradesh,2023-09-27,Enterprise,7999,Yes,26,Amit Singh
CUST00230,Company_230,Logistics,Medium,Bangalore,Karnataka,2023-07-29,Professional,2999,Yes,28,Sneha Joshi
CUST00231,Company_231,Retail,Small,Jaipur,Rajasthan,2022-12-02,Professional,2999,Yes,17,Amit Singh
CUST00232,Company_232,Media,Medium,Bhopal,Madhya Pradesh,2023-09-17,Professional,2999,Yes,14,Amit Singh
CUST00233,Company_233,Finance,Medium,Patna,Bihar,2022-08-15,Professional,2999,Yes,16,Priya Patel
