customer_id,usage_month,dau,mau,stickiness,features_used,login_count,support_tickets,nps_score
CUST00011,2023-10,15,53,28.3,13,12,8,2
CUST00011,2023-11,15,60,25,7,52,6,1
CUST00012,2022-12,24,147,16.33,15,174,2,10
CUST00012,2023-01,25,57,43.86,12,179,8,5
CUST00012,2023-02,28,103,27.18,11,189,8,5
CUST00012,2023-03,53,142,37.32,15,98,0,5
CUST00012,2023-04,39,117,33.33,3,189,6,8
CUST00012,2023-05,28,132,21.21,9,169,9,8
CUST00012,2023-06,35,139,25.18,13,176,6,4
CUST00012,2023-07,15,88,17.05,9,95,6,3
CUST00012,2023-08,52,116,44.83,5,64,1,9
CUST00012,2023-09,29,120,24.17,6,172,2,1
CUST00012,2023-10,22,53,41.51,9,161,4,4
CUST00012,2023-11,36,149,24.16,7,139,1,1
CUST00012,2023-12,22,97,22.68,9,100,1,1
CUST00012,2024-01,50,146,34.25,2,124,4,10
CUST00012,2024-02,22,144,15.28,6,70,9,10
CUST00013,2022-12,171,423,40.43,4,99,4,5
CUST00013,2023-01,156,443,35.21,12,106,8,4
CUST00013,2023-02,50,203,24.63,10,59,5,8
CUST00013,2023-03,39,200,19.5,7,115,1,2
CUST00013,2023-04,50,181,27.62,3,131,3,8
CUST00013,2023-05,49,189,25.93,9,113,9,9
CUST00013,2023-06,159,415,38.31,14,77,9,8
CUST00013,2023-07,164,366,44.81,12,135,6,3
CUST00013,2023-08,67,223,30.04,8,192,7,3
CUST00013,2023-09,169,412,41.02,2,187,3,8
CUST00013,2023-10,63,392,16.07,3,153,5,2
CUST00013,2023-11,66,359,18.38,6,156,4,1
CUST00013,2023-12,82,417,19.66,6,88,5,5
CUST00013,2024-01,89,300,29.67,13,46,2,10
CUST00013,2024-01,60,365,16.44,15,88,4,4
CUST00013,2024-03,96,243,39.51,8,10,1,9
CUST00013,2024-03,56,328,17.07,1,116,7,10
CUST00013,2024-04,98,308,31.82,15,96,6,8
CUST00013,2024-05,82,217,37.79,9,172,7,8
CUST00013,2024-06,74,379,19.53,12,93,1,10
CUST00013,2024-07,96,359,26.74,15,111,5,9
CUST00013,2024-08,76,173,43.93,15,123,4,2
CUST00013,2024-09,85,234,36.32,10,171,4,9
CUST00014,2023-07,2,6,33.33,2,59,9,9
CUST00014,2023-08,5,14,35.71,10,143,3,8
CUST00014,2023-09,5,13,38.46,2,178,8,3
CUST00014,2023-10,1,5,20,4,72,9,8
CUST00014,2023-11,2,6,33.33,10,92,6,10
CUST00014,2023-12,1,5,20,15,15,5,7
CUST00014,2024-01,2,7,28.57,14,145,5,7
CUST00014,2024-02,2,9,22.22,2,148,2,5
CUST00014,2024-03,1,7,14.29,13,32,2,5
CUST00014,2024-04,4,11,36.36,1,167,5,3
CUST00014,2024-05,2,5,40,5,109,1,6
CUST00014,2024-06,2,7,28.57,6,76,6,2
CUST00014,2024-07,1,5,20,13,162,9,4
CUST00014,2024-08,4,12,33.33,9,108,1,5
CUST00014,2024-09,1,5,20,9,114,1,8
CUST00014,2024-10,1,5,20,4,14,4,9
CUST00014,2024-11,5,14,35.71,4,152,10,3
CUST00014,2024-12,3,9,33.33,8,31,10,9
CUST00015,2023-07,2,7,28.57,3,72,8,7
CUST00015,2023-08,4,13,30.77,1,128,9,5
CUST00015,2023-09,7,15,46.67,1,25,7,5
CUST00015,2023-10,3,14,21.43,11,107,5,4
CUST00015,2023-11,6,14,42.86,5,21,2,9
CUST00015,2023-12,2,14,14.29,2,111,1,3
CUST00015,2024-01,6,13,46.15,15,120,3,10
CUST00015,2024-02,6,13,46.15,6,184,5,5
CUST00015,2024-03,3,12,25,11,92,5,4
CUST00016,2023-01,3,14,21.43,15,187,2,1
CUST00016,2023-02,4,14,28.57,15,12,10,3
CUST00016,2023-03,3,11,27.27,12,190,7,7
CUST00016,2023-04,2,13,15.38,15,176,10,2
CUST00016,2023-05,2,13,15.38,14,181,7,2
CUST00016,2023-06,4,10,40,7,163,5,7
CUST00016,2023-07,3,7,42.86,13,188,0,2
CUST00016,2023-08,3,12,25,4,123,0,4
CUST00016,2023-09,2,5,40,11,191,5,4
CUST00016,2023-10,2,6,33.33,11,87,3,4
CUST00016,2023-11,5,12,41.67,1,81,7,10
CUST00016,2023-12,1,8,12.5,14,173,6,2
CUST00016,2024-01,3,9,33.33,8,53,8,4
CUST00016,2024-02,6,15,40,11,184,9,10
CUST00016,2024-03,1,7,14.29,3,200,1,3
CUST00016,2024-04,4,9,44.44,14,68,8,5
CUST00016,2024-05,3,8,37.5,1,187,10,9
CUST00018,2022-11,29,82,35.37,15,126,0,7
CUST00018,2022-12,46,132,34.85,11,23,5,7
CUST00018,2023-01,24,102,23.53,11,142,7,8
CUST00018,2023-02,29,96,30.21,1,194,3,1
CUST00018,2023-03,36,85,42.35,9,124,5,1
CUST00018,2023-04,21,100,21,2,156,0,4
CUST00018,2023-05,38,138,27.54,2,73,3,3
CUST00018,2023-06,22,92,23.91,11,170,1,1
CUST00018,2023-07,31,111,27.93,1,161,10,6
CUST00018,2023-08,18,82,21.95,8,71,5,1
CUST00018,2023-09,28,92,30.43,4,28,9,10
CUST00018,2023-10,40,106,37.74,11,124,9,2
CUST00018,2023-11,27,60,45,15,18,6,6
CUST00018,2023-12,23,138,16.67,3,25,7,1
CUST00018,2024-01,29,88,32.95,7,26,1,1
CUST00018,2024-02,20,121,16.53,14,107,6,2
CUST00018,2024-03,48,129,37.21,4,163,10,10
CUST00018,2024-04,15,51,29.41,8,119,9,10
CUST00018,2024-05,16,62,25.81,11,16,7,9
CUST00018,2024-06,30,92,32.61,2,36,0,10
CUST00018,2024-07,24,141,17.02,13,59,9,3
CUST00018,2024-08,40,131,30.53,6,117,7,10
CUST00019,2022-07,2,7,28.57,13,21,0,3
CUST00019,2022-08,3,9,33.33,9,176,5,5
CUST00019,2022-09,6,14,42.86,13,47,2,8
CUST00019,2022-10,3,9,33.33,5,104,0,9
CUST00019,2022-11,5,14,35.71,3,24,3,9
CUST00019,2022-12,5,13,38.46,7,98,3,4
CUST00019,2023-01,6,15,40,13,27,5,4
CUST00019,2023-02,4,15,26.67,12,129,9,6
CUST00019,2023-03,4,14,28.57,6,167,4,7
CUST00019,2023-04,2,10,20,8,20,7,4
CUST00019,2023-05,2,5,40,12,68,7,10
CUST00019,2023-06,2,8,25,12,94,6,4
CUST00019,2023-07,2,11,18.18,1,102,0,2
CUST00019,2023-08,2,10,20,2,46,4,8
CUST00019,2023-09,3,8,37.5,15,102,0,1
CUST00019,2023-10,2,8,25,3,66,4,3
CUST00019,2023-11,4,10,40,4,55,3,1
CUST00021,2022-09,4,9,44.44,1,183,2,7
CUST00021,2022-10,6,15,40,2,96,3,5
CUST00021,2022-11,3,12,25,13,105,10,3
CUST00021,2022-12,6,13,46.15,10,121,1,2
CUST00021,2022-12,3,7,42.86,3,58,3,9
CUST00021,2023-01,4,11,36.36,6,163,6,4
CUST00021,2023-03,2,5,40,10,58,8,5
CUST00021,2023-03,2,7,28.57,1,171,4,3
CUST00022,2023-08,187,449,41.65,4,196,1,8
CUST00022,2023-09,37,183,20.22,7,175,8,6
CUST00022,2023-10,124,405,30.62,3,92,5,9
CUST00022,2023-11,145,397,36.52,8,131,4,10
CUST00022,2023-12,121,355,34.08,13,159,10,1
CUST00022,2024-01,55,256,21.48,4,125,3,7
CUST00022,2024-02,63,261,24.14,15,106,9,3
CUST00022,2024-03,77,341,22.58,2,44,1,5
CUST00022,2024-04,115,377,30.5,4,159,0,8
CUST00022,2024-05,139,412,33.74,7,125,7,7
CUST00022,2024-06,93,359,25.91,8,91,4,7
CUST00022,2024-07,33,162,20.37,4,77,10,2
CUST00022,2024-08,140,333,42.04,5,138,8,9
CUST00022,2024-09,73,190,38.42,15,68,1,2
CUST00022,2024-10,48,186,25.81,9,61,5,4
CUST00022,2024-11,72,318,22.64,12,184,4,4
CUST00022,2024-12,99,220,45,13,193,8,5
CUST00022,2024-12,59,154,38.31,5,98,6,7
CUST00024,2022-08,2,15,13.33,11,141,2,7
CUST00024,2022-09,2,8,25,12,63,7,4
CUST00024,2022-10,4,13,30.77,9,129,7,6
CUST00024,2022-11,1,6,16.67,4,119,6,4
CUST00024,2022-12,3,12,25,9,17,5,3
CUST00024,2023-01,6,14,42.86,5,198,0,8
CUST00024,2023-02,6,15,40,6,67,6,7
CUST00024,2023-03,6,15,40,13,186,8,5
CUST00024,2023-04,3,10,30,10,18,2,3
CUST00024,2023-05,3,10,30,13,164,9,10
CUST00024,2023-06,5,11,45.45,4,110,1,9
CUST00024,2023-07,2,11,18.18,2,94,9,8
CUST00024,2023-08,6,15,40,2,53,1,9
CUST00024,2023-09,1,7,14.29,12,164,7,1
CUST00024,2023-10,1,7,14.29,15,108,4,4
CUST00024,2023-11,2,8,25,9,27,7,1
CUST00024,2023-12,3,10,30,3,93,6,7
CUST00024,2024-01,3,7,42.86,3,147,6,8
CUST00024,2024-02,2,6,33.33,15,62,2,4
CUST00024,2024-03,3,9,33.33,12,180,7,3
CUST00024,2024-04,5,14,35.71,5,160,3,9
CUST00025,2023-02,11,49,22.45,1,46,7,2
CUST00025,2023-03,15,45,33.33,4,144,5,10
CUST00025,2023-04,15,51,29.41,10,20,1,5
CUST00025,2023-05,12,49,24.49,14,192,4,7
CUST00025,2023-06,23,59,38.98,14,54,6,4
CUST00025,2023-07,13,31,41.94,12,120,7,7
CUST00025,2023-08,11,31,35.48,2,110,0,4
CUST00025,2023-09,7,30,23.33,11,147,4,2
CUST00025,2023-10,14,33,42.42,7,151,1,6
CUST00025,2023-11,9,24,37.5,9,93,6,8
CUST00025,2023-12,7,30,23.33,9,21,7,1
CUST00025,2024-01,8,24,33.33,11,128,6,6
CUST00025,2024-02,18,45,40,7,19,0,5
CUST00025,2024-03,10,27,37.04,3,93,10,8
CUST00025,2024-04,15,51,29.41,2,150,10,4
CUST00025,2024-05,9,48,18.75,14,81,2,3
CUST00025,2024-06,7,21,33.33,3,85,1,9
CUST00025,2024-07,9,45,20,11,12,10,5
CUST00025,2024-08,8,29,27.59,3,65,0,9
CUST00025,2024-09,9,33,27.27,1,172,8,2
CUST00025,2024-10,16,44,36.36,8,23,9,1
CUST00025,2024-11,9,23,39.13,13,61,3,6
CUST00025,2024-12,7,35,20,1,117,0,1
CUST00026,2022-02,3,8,37.5,2,66,1,3
CUST00026,2022-03,1,7,14.29,9,37,5,6
CUST00026,2022-04,4,13,30.77,10,63,8,7
CUST00026,2022-05,2,11,18.18,4,37,5,6
CUST00026,2022-06,1,7,14.29,11,90,0,7
CUST00026,2022-07,2,8,25,2,178,4,10
CUST00026,2022-08,2,10,20,15,65,6,5
CUST00026,2022-09,4,14,28.57,2,192,8,10
CUST00026,2022-10,2,7,28.57,2,163,5,7
CUST00026,2022-11,6,15,40,13,187,2,6
CUST00026,2022-12,2,7,28.57,15,186,5,8
CUST00026,2023-01,2,6,33.33,10,159,7,7
CUST00026,2023-02,4,13,30.77,4,138,9,1
CUST00028,2023-04,2,5,40,15,41,4,4
CUST00028,2023-05,4,11,36.36,10,30,0,3
CUST00028,2023-06,3,10,30,4,48,6,4
CUST00028,2023-07,2,15,13.33,15,195,9,8
CUST00028,2023-08,2,10,20,6,174,0,9
CUST00028,2023-09,4,11,36.36,5,16,3,6
CUST00028,2023-10,2,10,20,9,23,10,4
CUST00028,2023-11,5,15,33.33,4,165,6,9
CUST00028,2023-12,2,10,20,11,11,1,8
CUST00028,2024-01,3,6,50,1,172,2,4
CUST00030,2023-01,5,25,20,9,62,3,9
CUST00030,2023-02,7,25,28,8,89,2,4
CUST00030,2023-03,10,35,28.57,10,73,4,5
CUST00030,2023-04,16,56,28.57,11,61,4,8
CUST00030,2023-05,11,25,44,6,111,6,3
CUST00030,2023-06,14,50,28,9,166,6,3
CUST00030,2023-07,8,50,16,7,119,1,5
CUST00031,2023-01,3,13,23.08,12,54,4,7
CUST00031,2023-03,3,12,25,5,106,8,10
CUST00031,2023-04,2,12,16.67,3,193,7,4
CUST00031,2023-05,3,7,42.86,1,13,8,6
CUST00031,2023-05,3,12,25,7,111,5,7
CUST00031,2023-06,3,12,25,10,28,6,1
CUST00031,2023-07,2,6,33.33,10,51,3,7
CUST00031,2023-08,3,9,33.33,13,194,5,9
CUST00031,2023-09,4,12,33.33,6,188,0,7
CUST00031,2023-10,4,11,36.36,4,132,0,6
CUST00031,2023-11,5,15,33.33,1,188,10,3
CUST00031,2023-12,3,9,33.33,11,47,4,4
CUST00031,2024-01,5,14,35.71,11,51,0,2
CUST00031,2024-02,2,6,33.33,15,108,6,10
CUST00031,2024-03,2,6,33.33,4,118,2,7
CUST00031,2024-04,3,9,33.33,9,146,10,7
CUST00031,2024-05,3,14,21.43,7,196,1,2
CUST00031,2024-06,5,15,33.33,13,98,2,5
CUST00031,2024-07,3,8,37.5,7,188,4,1
CUST00031,2024-08,3,7,42.86,1,34,1,7
CUST00031,2024-09,4,13,30.77,5,197,6,3
CUST00031,2024-10,2,7,28.57,12,44,3,8
CUST00032,2023-11,23,52,44.23,8,155,3,3
CUST00032,2023-12,5,32,15.62,3,59,4,7
CUST00032,2024-01,16,48,33.33,10,37,10,3
CUST00032,2024-02,6,25,24,7,41,4,2
CUST00032,2024-03,7,41,17.07,4,132,7,2
CUST00032,2024-04,3,20,15,13,11,10,10
CUST00032,2024-05,4,22,18.18,9,11,6,10
CUST00032,2024-06,24,53,45.28,13,78,7,8
CUST00034,2022-06,4,14,28.57,6,184,5,6
CUST00034,2022-07,3,8,37.5,11,112,6,10
CUST00034,2022-08,2,5,40,14,94,1,1
CUST00034,2022-09,5,12,41.67,7,195,2,1
CUST00034,2022-10,3,14,21.43,9,81,3,6
CUST00034,2022-11,4,12,33.33,11,131,8,7
CUST00034,2022-12,3,15,20,11,92,0,6
CUST00034,2023-01,2,5,40,12,93,10,8
CUST00034,2023-01,3,8,37.5,7,199,9,2
CUST00034,2023-03,3,10,30,15,131,10,2
CUST00034,2023-04,3,11,27.27,4,192,2,9
CUST00034,2023-05,5,14,35.71,12,139,0,3
CUST00034,2023-05,5,12,41.67,5,182,8,8
CUST00035,2023-05,21,48,43.75,8,179,8,4
CUST00035,2023-06,7,35,20,13,178,1,2
CUST00035,2023-07,21,47,44.68,1,51,5,7
CUST00035,2023-08,8,37,21.62,5,180,7,2
CUST00035,2023-09,12,28,42.86,11,195,7,2
CUST00035,2023-10,17,41,41.46,15,157,9,2
CUST00035,2023-11,11,41,26.83,12,200,6,9
CUST00035,2023-12,18,47,38.3,4,76,1,5
CUST00036,2022-02,1,6,16.67,12,161,3,2
CUST00036,2022-03,4,14,28.57,14,90,6,10
CUST00036,2022-04,1,5,20,10,147,3,7
CUST00036,2022-05,3,11,27.27,6,183,2,9
CUST00036,2022-06,5,15,33.33,4,37,6,1
CUST00037,2022-05,3,12,25,14,85,3,8
CUST00037,2022-06,4,15,26.67,10,82,2,1
CUST00037,2022-07,3,14,21.43,9,186,1,5
CUST00037,2022-08,4,14,28.57,14,65,7,5
CUST00037,2022-09,2,11,18.18,13,95,2,4
CUST00037,2022-10,3,8,37.5,1,55,7,7
CUST00037,2022-11,4,9,44.44,11,50,0,9
CUST00037,2022-12,3,11,27.27,11,131,5,7
CUST00037,2023-01,2,11,18.18,12,82,4,4
CUST00037,2023-02,3,13,23.08,3,92,9,1
CUST00037,2023-03,3,9,33.33,3,157,2,8
CUST00037,2023-04,3,12,25,3,63,3,4
CUST00037,2023-05,2,15,13.33,12,157,1,3
CUST00037,2023-06,5,11,45.45,7,183,2,1
CUST00037,2023-07,2,6,33.33,8,55,0,2
CUST00037,2023-08,4,13,30.77,10,121,2,7
CUST00037,2023-09,1,8,12.5,4,111,7,5
CUST00037,2023-10,6,14,42.86,11,200,6,2
CUST00037,2023-11,5,12,41.67,11,107,4,8
CUST00037,2023-12,2,10,20,2,31,1,8
CUST00039,2023-08,6,15,40,4,15,9,10
CUST00039,2023-09,4,14,28.57,12,200,1,10
CUST00039,2023-10,2,7,28.57,11,189,6,5
CUST00039,2023-11,3,14,21.43,6,26,8,3
CUST00039,2023-12,4,11,36.36,1,110,8,9
CUST00039,2024-01,4,13,30.77,9,159,8,2
CUST00039,2024-02,4,8,50,15,40,2,10
CUST00039,2024-03,1,7,14.29,8,90,1,1
CUST00039,2024-04,2,7,28.57,11,51,1,9
CUST00039,2024-05,4,9,44.44,1,31,1,9
CUST00039,2024-06,2,9,22.22,9,53,6,1
CUST00039,2024-07,2,8,25,9,85,10,9
CUST00039,2024-08,2,12,16.67,8,187,5,9
CUST00039,2024-09,3,10,30,9,63,1,1
CUST00039,2024-10,1,8,12.5,3,86,3,3
CUST00039,2024-11,4,14,28.57,10,101,4,3
CUST00039,2024-12,4,14,28.57,9,75,4,7
CUST00040,2022-12,8,30,26.67,2,75,10,7
CUST00040,2023-01,9,29,31.03,2,171,4,4
CUST00040,2023-02,14,43,32.56,11,140,9,3
CUST00040,2023-03,18,46,39.13,6,121,6,1
CUST00040,2023-04,13,58,22.41,5,41,8,2
CUST00040,2023-05,15,55,27.27,6,173,1,6
CUST00040,2023-06,16,41,39.02,3,67,4,1
CUST00040,2023-07,7,26,26.92,4,106,1,2
CUST00040,2023-08,10,31,32.26,15,88,9,8
CUST00040,2023-09,8,26,30.77,12,156,4,9
CUST00040,2023-10,12,37,32.43,15,22,2,6
CUST00040,2023-11,9,44,20.45,13,199,10,9
CUST00040,2023-12,18,55,32.73,14,113,7,10
CUST00040,2023-12,6,28,21.43,11,141,2,3
CUST00040,2024-01,8,29,27.59,12,78,0,6
CUST00040,2024-02,12,35,34.29,7,190,7,3
CUST00040,2024-03,21,48,43.75,13,129,8,5
CUST00040,2024-04,16,37,43.24,9,193,3,5
CUST00040,2024-05,24,60,40,5,114,5,2
CUST00040,2024-06,10,60,16.67,12,71,1,3
CUST00040,2024-07,9,56,16.07,12,83,8,8
CUST00040,2024-08,9,20,45,7,183,8,3
CUST00040,2024-09,15,50,30,11,183,8,2
CUST00041,2022-04,17,51,33.33,15,200,0,7
CUST00041,2022-05,43,139,30.94,6,72,10,9
CUST00041,2022-06,46,137,33.58,10,124,2,9
CUST00041,2022-07,16,78,20.51,6,44,8,6
CUST00041,2022-08,16,56,28.57,7,53,5,2
CUST00041,2022-09,39,93,41.94,4,148,1,5
CUST00041,2022-10,26,88,29.55,5,64,0,10
CUST00041,2022-11,22,100,22,5,174,8,1
CUST00041,2022-12,46,109,42.2,14,134,0,6
CUST00041,2023-01,17,50,34,6,86,5,2
CUST00041,2023-02,13,50,26,12,57,6,6
CUST00041,2023-03,9,51,17.65,8,60,1,9
CUST00041,2023-04,48,115,41.74,7,41,7,1
CUST00041,2023-05,26,69,37.68,5,67,7,7
CUST00041,2023-06,23,97,23.71,7,56,8,5
CUST00043,2022-04,17,48,35.42,8,51,2,6
CUST00043,2022-05,7,47,14.89,15,191,3,2
CUST00043,2022-06,8,32,25,3,111,6,6
CUST00043,2022-07,4,22,18.18,4,132,10,5
CUST00043,2022-08,7,27,25.93,9,136,10,3
CUST00043,2022-09,15,40,37.5,13,112,8,7
CUST00044,2023-06,3,6,50,13,15,2,3
CUST00044,2023-07,3,10,30,13,185,3,1
CUST00044,2023-08,6,15,40,7,162,0,7
CUST00044,2023-09,3,12,25,8,31,6,4
CUST00044,2023-10,3,14,21.43,9,57,3,5
CUST00044,2023-11,2,6,33.33,12,73,10,7
CUST00044,2023-12,2,8,25,13,36,8,10
CUST00047,2022-05,33,74,44.59,10,171,10,3
CUST00047,2022-06,15,79,18.99,7,19,4,4
CUST00047,2022-07,19,68,27.94,10,61,1,1
CUST00047,2022-08,27,98,27.55,5,189,10,4
CUST00047,2022-09,20,78,25.64,8,25,8,7
CUST00047,2022-10,22,132,16.67,2,78,5,5
CUST00047,2022-11,34,94,36.17,4,91,0,3
CUST00047,2022-12,8,55,14.55,11,200,5,4
CUST00048,2023-02,12,50,24,10,35,6,3
CUST00048,2023-03,16,36,44.44,6,95,4,2
CUST00048,2023-04,9,26,34.62,11,151,2,6
CUST00048,2023-05,16,43,37.21,6,200,9,9
CUST00048,2023-06,15,58,25.86,11,80,3,10
CUST00048,2023-07,8,44,18.18,2,43,10,10
CUST00048,2023-08,4,27,14.81,15,177,3,4
CUST00048,2023-09,21,48,43.75,2,149,9,6
CUST00048,2023-10,14,39,35.9,13,61,8,3
CUST00048,2023-11,4,22,18.18,7,150,4,9
CUST00048,2023-12,18,42,42.86,8,171,1,7
CUST00048,2024-01,7,24,29.17,9,138,0,3
CUST00049,2023-11,3,9,33.33,3,84,0,10
CUST00049,2023-12,2,5,40,12,58,6,8
CUST00049,2024-01,5,15,33.33,9,29,2,8
CUST00049,2024-01,3,13,23.08,13,109,6,10
CUST00049,2024-03,2,9,22.22,1,50,9,4
CUST00049,2024-03,5,14,35.71,15,141,7,9
CUST00049,2024-04,3,13,23.08,14,66,4,5
CUST00049,2024-05,2,13,15.38,4,21,8,4
CUST00049,2024-06,1,9,11.11,3,81,2,5
CUST00049,2024-07,2,5,40,4,63,8,2
CUST00049,2024-08,2,5,40,11,164,5,6
CUST00049,2024-09,3,6,50,15,150,4,3
CUST00049,2024-10,5,11,45.45,5,93,0,1
CUST00049,2024-11,2,10,20,5,55,4,1
CUST00049,2024-12,5,13,38.46,14,159,1,7
CUST00050,2022-06,15,36,41.67,11,164,8,4
CUST00050,2022-07,10,48,20.83,5,62,9,7
CUST00050,2022-08,8,29,27.59,12,195,6,6
CUST00050,2022-09,12,29,41.38,2,136,2,8
CUST00050,2022-10,12,31,38.71,3,58,9,8
CUST00050,2022-11,11,31,35.48,1,89,2,3
CUST00050,2022-12,16,45,35.56,4,27,2,2
CUST00050,2023-01,11,47,23.4,15,175,6,2
CUST00050,2023-02,10,53,18.87,13,13,9,2
CUST00050,2023-03,12,44,27.27,2,13,10,1
CUST00050,2023-04,6,28,21.43,2,78,2,10
CUST00050,2023-05,8,20,40,1,37,8,6
CUST00050,2023-06,5,25,20,8,154,7,3
CUST00050,2023-07,10,39,25.64,3,72,0,9
CUST00050,2023-08,13,37,35.14,2,15,0,2
CUST00050,2023-09,13,54,24.07,9,116,2,1
CUST00050,2023-10,5,34,14.71,7,108,2,6
CUST00050,2023-10,8,38,21.05,15,185,6,2
CUST00050,2023-11,10,51,19.61,2,67,1,5
CUST00050,2023-12,7,42,16.67,6,40,5,2
CUST00050,2024-01,7,22,31.82,3,119,8,6
CUST00050,2024-02,12,58,20.69,7,48,10,5
CUST00050,2024-03,23,59,38.98,6,36,4,8
CUST00051,2022-03,145,338,42.9,13,192,1,1
CUST00051,2022-04,87,226,38.5,3,91,2,7
CUST00051,2022-05,139,378,36.77,13,132,1,2
CUST00051,2022-06,124,445,27.87,12,81,2,2
CUST00051,2022-07,141,315,44.76,3,108,5,6
CUST00051,2022-08,112,403,27.79,12,115,9,6
CUST00051,2022-09,86,220,39.09,11,72,6,7
CUST00051,2022-10,129,431,29.93,9,136,8,9
CUST00051,2022-11,71,267,26.59,10,193,6,9
CUST00051,2022-12,170,445,38.2,13,66,1,4
CUST00051,2023-01,51,335,15.22,14,14,5,9
CUST00051,2023-02,171,392,43.62,15,38,0,6
CUST00051,2023-03,135,334,40.42,14,45,4,8
CUST00051,2023-04,89,223,39.91,9,117,3,4
CUST00051,2023-05,44,264,16.67,3,40,2,7
CUST00051,2023-06,58,163,35.58,7,105,0,2
CUST00051,2023-07,77,447,17.23,14,162,2,1
CUST00051,2023-08,58,225,25.78,2,72,1,1
CUST00051,2023-09,176,441,39.91,7,48,2,8
CUST00051,2023-10,83,221,37.56,12,86,7,7
CUST00051,2023-11,91,322,28.26,11,187,0,5
CUST00051,2023-12,41,206,19.9,15,174,0,10
CUST00051,2024-01,72,238,30.25,1,111,6,8
CUST00051,2024-02,157,433,36.26,5,156,8,5
CUST00052,2023-04,20,47,42.55,5,33,8,7
CUST00052,2023-05,10,28,35.71,7,168,0,4
CUST00052,2023-06,9,45,20,12,153,9,2
CUST00052,2023-07,14,49,28.57,11,174,6,7
CUST00052,2023-08,5,30,16.67,6,175,6,4
CUST00052,2023-09,7,37,18.92,2,102,9,6
CUST00052,2023-10,5,21,23.81,3,148,1,2
CUST00052,2023-11,11,33,33.33,13,89,3,9
CUST00052,2023-12,11,32,34.38,1,71,4,2
CUST00052,2024-01,18,56,32.14,10,133,0,1
CUST00053,2022-09,26,61,42.62,1,101,4,7
CUST00053,2022-10,24,114,21.05,13,110,5,3
CUST00053,2022-11,49,139,35.25,6,114,8,2
CUST00053,2022-12,45,114,39.47,3,16,9,7
